,Purchases,Sales,Mid-rate,Spread,Dep(+)/App(-),,,,
,Weighted Avg.,Weighted  Avg.,(UgShs/US$),(UgShs),(UgShs),,,,
Month,(UgShs/US$),(UgShs/US$),,,,,,,
,,,,,,,,,
,,,,,,,,,
8-Aug-08," 1,614.58 "," 1,625.27 ","1,619.93",10.69,-1.17,,,,
11-Aug-08," 1,609.09 "," 1,618.50 ","1,613.80",9.41,-6.13,,,,
12-Aug-08," 1,610.74 "," 1,620.49 ","1,615.62",9.75,1.82,,,,
13-Aug-08," 1,608.11 "," 1,618.30 ","1,613.21",10.19,-2.41,,,,
14-Aug-08," 1,605.71 "," 1,616.02 ","1,610.87",10.31,-2.34,,,,
15-Aug-08," 1,607.23 "," 1,617.06 ","1,612.15",9.83,1.28,,,,
18-Aug-08," 1,607.98 "," 1,617.80 ","1,612.89",9.82,0.74,,,,
19-Aug-08," 1,614.14 "," 1,623.89 ","1,619.02",9.75,6.13,,,,
20-Aug-08," 1,614.01 "," 1,623.99 ","1,619.00",9.98,-0.02,,,,
21-Aug-08," 1,620.08 "," 1,629.87 ","1,624.98",9.79,5.97,,,,
22-Aug-08," 1,627.14 "," 1,636.50 ","1,631.82",9.36,6.85,,,,
25-Aug-08," 1,630.30 "," 1,640.37 ","1,635.34",10.07,3.51,,,,
26-Aug-08," 1,632.81 "," 1,642.85 ","1,637.83",10.04,2.49,,,,
27-Aug-08," 1,637.68 "," 1,647.61 ","1,642.65",9.93,4.82,,,,
28-Aug-08," 1,641.44 "," 1,651.69 ","1,646.57",10.25,3.92,,,,
29-Aug-08," 1,639.90 "," 1,650.07 ","1,644.99",10.17,-1.58,,,,
1-Sep-08," 1,629.65 "," 1,639.87 ","1,634.76",10.22,-10.23,,,,
2-Sep-08," 1,631.38 "," 1,638.32 ","1,634.85",6.94,0.09,,,,
3-Sep-08," 1,633.19 "," 1,638.20 ","1,635.70",5.01,0.85,,,,
4-Sep-08," 1,630.77 "," 1,640.74 ","1,635.76",9.97,0.06,,,,
5-Sep-08," 1,633.45 "," 1,643.16 ","1,638.31",9.71,2.55,,,,
9-Sep-08," 1,628.79 "," 1,638.82 ","1,633.81",10.03,-4.50,,,,
10-Sep-08," 1,628.69 "," 1,638.71 ","1,633.70",10.02,-0.10,,,,
11-Sep-08," 1,629.32 "," 1,639.29 ","1,634.31",9.97,0.60,,,,
12-Sep-08," 1,633.35 "," 1,643.26 ","1,638.31",9.91,4.00,,,,
15-Sep-08," 1,634.02 "," 1,644.23 ","1,639.13",10.21,0.82,,,,
16-Sep-08," 1,638.40 "," 1,649.09 ","1,643.75",10.69,4.62,,,,
17-Sep-08," 1,639.77 "," 1,650.04 ","1,644.91",10.27,1.16,,,,
18-Sep-08," 1,640.93 "," 1,651.04 ","1,645.99",10.11,1.08,,,,
19-Sep-08," 1,641.50 "," 1,651.39 ","1,646.45",9.89,0.46,,,,
22-Sep-08," 1,641.95 "," 1,651.66 ","1,646.81",9.71,0.36,,,,
23-Sep-08," 1,643.04 "," 1,652.79 ","1,647.92",9.75,1.11,,,,
24-Sep-08," 1,653.94 "," 1,663.78 ","1,658.86",9.84,10.95,,,,
25-Sep-08," 1,662.76 "," 1,672.84 ","1,667.80",10.08,8.94,,,,
26-Sep-08," 1,664.15 "," 1,674.06 ","1,669.11",9.91,1.31,,,,
29-Sep-08," 1,665.03 "," 1,675.06 ","1,670.05",10.03,0.94,,,,
1-Oct-08," 1,673.35 "," 1,682.88 ","1,678.12",9.53,8.07,,,,
2-Oct-08," 1,674.99 "," 1,684.72 ","1,679.86",9.73,1.74,,,,
3-Oct-08," 1,677.41 "," 1,687.37 ","1,682.39",9.96,2.53,,,,
6-Oct-08," 1,690.14 "," 1,700.49 ","1,695.32",10.35,12.93,,,,
7-Oct-08," 1,698.98 "," 1,709.01 ","1,704.00",10.03,8.68,,,,
8-Oct-08," 1,722.11 "," 1,732.14 ","1,727.13",10.03,23.13,,,,
10-Oct-08," 1,734.54 "," 1,761.09 ","1,747.82",26.55,20.69,,,,
13-Oct-08," 1,770.98 "," 1,792.34 ","1,781.66",21.36,33.84,,,,
14-Oct-08," 1,754.20 "," 1,772.49 ","1,763.35",18.29,-18.31,,,,
15-Oct-08," 1,720.75 "," 1,748.07 ","1,734.41",27.32,-28.94,,,,
16-Oct-08," 1,760.67 "," 1,789.02 ","1,774.85",28.35,40.44,,,,
17-Oct-08," 1,788.57 "," 1,823.18 ","1,805.88",34.61,31.03,,,,
20-Oct-08," 1,826.03 "," 1,862.43 ","1,844.23",36.40,38.36,,,,
21-Oct-08," 1,887.71 "," 1,919.53 ","1,903.62",31.82,59.39,,,,
22-Oct-08," 1,950.63 "," 2,046.98 ","1,998.81",96.35,95.19,,,,
23-Oct-08," 1,988.29 "," 2,100.95 ","2,044.62",112.66,45.81,,,,
24-Oct-08," 2,007.29 "," 2,117.78 ","2,062.54",110.49,17.92,,,,
27-Oct-08," 1,964.33 "," 2,053.35 ","2,008.84",89.02,-53.70,,,,
28-Oct-08," 1,974.15 "," 2,048.35 ","2,011.25",74.20,2.41,,,,
29-Oct-08," 1,960.82 "," 2,038.53 ","1,999.68",77.71,-11.58,,,,
30-Oct-08," 1,862.45 "," 1,980.10 ","1,921.28",117.65,-78.40,,,,
31-Oct-08," 1,819.51 "," 1,942.47 ","1,880.99",122.96,-40.29,,,,
3-Nov-08," 1,823.28 "," 1,938.00 ","1,880.64",114.72,-0.35,,,,
4-Nov-08," 1,823.10 "," 1,924.13 ","1,873.62",101.03,-7.02,,,,
5-Nov-08," 1,792.72 "," 1,892.01 ","1,842.37",99.29,-31.25,,,,
6-Nov-08," 1,756.53 "," 1,830.38 ","1,793.46",73.85,-48.91,,,,
7-Nov-08," 1,806.01 "," 1,847.04 ","1,826.53",41.03,33.07,,,,
10-Nov-08," 1,832.15 "," 1,841.40 ","1,836.78",9.25,10.25,,,,
11-Nov-08," 1,845.29 "," 1,857.40 ","1,851.35",12.11,14.57,,,,
12-Nov-08," 1,874.07 "," 1,885.96 ","1,880.02",11.89,28.67,,,,
13-Nov-08," 1,915.96 "," 1,963.24 ","1,939.60",47.28,59.59,,,,
14-Nov-08," 1,886.61 "," 1,936.84 ","1,911.73",50.23,-27.88,,,,
17-Nov-08," 1,896.98 "," 1,926.12 ","1,911.55",29.14,-0.17,,,,
18-Nov-08," 1,903.90 "," 1,952.53 ","1,928.22",48.63,16.67,,,,
19-Nov-08," 1,935.61 "," 1,975.27 ","1,955.44",39.66,27.22,,,,
20-Nov-08," 1,962.73 "," 1,995.50 ","1,979.12",32.77,23.68,,,,
21-Nov-08," 1,956.77 "," 1,990.60 ","1,973.69",33.83,-5.43,,,,
24-Nov-08," 1,933.47 "," 1,972.05 ","1,952.76",38.58,-20.93,,,,
25-Nov-08," 1,932.68 "," 1,971.77 ","1,952.23",39.09,-0.54,,,,
26-Nov-08," 1,938.85 "," 1,972.84 ","1,955.85",33.99,3.62,,,,
27-Nov-08," 1,966.50 "," 2,001.12 ","1,983.81",34.62,27.97,,,,
28-Nov-08," 1,959.17 "," 1,988.62 ","1,973.90",29.45,-9.91,,,,
1-Dec-08," 1,939.91 "," 1,970.79 ","1,955.35",30.88,-18.55,,,,
2-Dec-08," 1,943.13 "," 1,972.15 ","1,957.64",29.02,2.29,,,,
3-Dec-08," 1,950.10 "," 1,977.28 ","1,963.69",27.18,6.05,,,,
4-Dec-08," 1,965.75 "," 1,994.04 ","1,979.90",28.29,16.21,,,,
5-Dec-08," 1,975.55 "," 2,001.28 ","1,988.42",25.73,8.52,,,,
9-Dec-08," 1,973.84 "," 2,000.91 ","1,987.38",27.07,-1.04,,,,
10-Dec-08," 1,964.04 "," 1,992.01 ","1,978.03",27.97,-9.35,,,,
11-Dec-08," 1,976.20 "," 1,998.08 ","1,987.14",21.88,9.11,,,,
12-Dec-08," 1,982.76 "," 2,003.58 ","1,993.17",20.82,6.03,,,,
15-Dec-08," 1,975.30 "," 1,992.57 ","1,983.94",17.27,-9.24,,,,
16-Dec-08," 1,965.50 "," 1,980.98 ","1,973.24",15.48,-10.70,,,,
17-Dec-08," 1,954.60 "," 1,970.48 ","1,962.54",15.88,-10.70,,,,
18-Dec-08," 1,933.44 "," 1,949.09 ","1,941.27",15.65,-21.28,,,,
19-Dec-08," 1,901.01 "," 1,918.33 ","1,909.67",17.32,-31.59,,,,
22-Dec-08," 1,882.92 "," 1,900.02 ","1,891.47",17.10,-18.20,,,,
23-Dec-08," 1,886.62 "," 1,904.16 ","1,895.39",17.54,3.92,,,,
24-Dec-08," 1,919.97 "," 1,940.75 ","1,930.36",20.78,34.97,,,,
29-Dec-08," 1,934.74 "," 1,950.92 ","1,942.83",16.18,12.47,,,,
30-Dec-08," 1,945.49 "," 1,960.90 ","1,953.20",15.41,10.37,,,,
31-Dec-08," 1,941.15 "," 1,957.21 ","1,949.18",16.06,-4.02,,,,
2-Jan-09," 1,952.99 "," 1,969.52 ","1,961.26",16.53,12.08,,,,
5-Jan-09," 1,959.42 "," 1,975.61 ","1,967.52",16.19,6.26,,,,
6-Jan-09," 1,974.41 "," 1,989.56 ","1,981.99",15.15,14.47,,,,
7-Jan-09," 1,960.81 "," 1,977.47 ","1,969.14",16.66,-12.85,,,,
8-Jan-09," 1,943.71 "," 1,959.52 ","1,951.62",15.81,-17.52,,,,
9-Jan-09," 1,946.00 "," 1,960.69 ","1,953.35",14.69,1.73,,,,
12-Jan-09," 1,945.84 "," 1,960.80 ","1,953.32",14.96,-0.03,,,,
13-Jan-09," 1,957.70 "," 1,973.08 ","1,965.39",15.38,12.07,,,,
14-Jan-09," 1,970.97 "," 1,987.02 ","1,979.00",16.05,13.61,,,,
15-Jan-09," 1,970.40 "," 1,986.14 ","1,978.27",15.74,-0.72,,,,
16-Jan-09," 1,973.48 "," 1,989.33 ","1,981.41",15.85,3.13,,,,
19-Jan-09," 1,984.70 "," 2,000.11 ","1,992.41",15.41,11.00,,,,
20-Jan-09," 1,991.64 "," 2,006.89 ","1,999.27",15.25,6.86,,,,
21-Jan-09," 1,992.46 "," 2,007.55 ","2,000.01",15.09,0.74,,,,
22-Jan-09," 1,987.12 "," 2,002.30 ","1,994.71",15.18,-5.30,,,,
23-Jan-09," 1,978.35 "," 1,994.15 ","1,986.25",15.80,-8.46,,,,
27-Jan-09," 1,972.06 "," 1,988.59 ","1,980.33",16.53,-5.93,,,,
28-Jan-09," 1,951.69 "," 1,968.47 ","1,960.08",16.78,-20.24,,,,
29-Jan-09," 1,978.65 "," 1,994.61 ","1,986.63",15.96,26.55,,,,
30-Jan-09," 1,968.78 "," 1,986.21 ","1,977.50",17.43,-9.14,,,,
2-Feb-09," 1,953.38 "," 1,971.50 ","1,962.44",18.12,-15.05,,,,
3-Feb-09," 1,943.55 "," 1,957.08 ","1,950.32",13.53,-12.13,,,,
4-Feb-09," 1,954.37 "," 1,970.71 ","1,962.54",16.34,12.22,,,,
5-Feb-09," 1,950.78 "," 1,965.90 ","1,958.34",15.12,-4.20,,,,
6-Feb-09," 1,950.46 "," 1,965.45 ","1,957.96",14.99,-0.39,,,,
9-Feb-09," 1,951.38 "," 1,966.79 ","1,959.09",15.41,1.13,,,,
10-Feb-09," 1,950.71 "," 1,966.10 ","1,958.41",15.39,-0.68,,,,
11-Feb-09," 1,950.83 "," 1,966.10 ","1,958.47",15.27,0.06,,,,
12-Feb-09," 1,950.84 "," 1,966.14 ","1,958.49",15.30,0.02,,,,
13-Feb-09," 1,953.73 "," 1,968.91 ","1,961.32",15.18,2.83,,,,
16-Feb-09," 1,960.07 "," 1,972.99 ","1,966.53",12.92,5.21,,,,
17-Feb-09," 1,949.92 "," 1,965.03 ","1,957.48",15.11,-9.06,,,,
18-Feb-09," 1,962.54 "," 1,977.71 ","1,970.13",15.17,12.65,,,,
19-Feb-09," 1,964.91 "," 1,979.46 ","1,972.19",14.55,2.06,,,,
20-Feb-09," 1,965.69 "," 1,980.47 ","1,973.08",14.78,0.89,,,,
23-Feb-09," 1,965.51 "," 1,980.42 ","1,972.97",14.91,-0.11,,,,
24-Feb-09," 1,960.64 "," 1,975.84 ","1,968.24",15.20,-4.73,,,,
25-Feb-09," 1,965.78 "," 1,980.66 ","1,973.22",14.88,4.98,,,,
26-Feb-09," 1,967.92 "," 1,983.03 ","1,975.48",15.11,2.25,,,,
27-Feb-09," 1,972.56 "," 1,987.45 ","1,980.01",14.89,4.53,,,,
2-Mar-09," 1,970.60 "," 1,984.99 ","1,977.80",14.39,-2.21,,,,
3-Mar-09," 1,975.91 "," 1,990.76 ","1,983.34",14.85,5.54,,,,
4-Mar-09," 1,983.35 "," 1,998.08 ","1,990.72",14.73,7.38,,,,
5-Mar-09," 1,990.47 "," 2,004.75 ","1,997.61",14.28,6.90,,,,
6-Mar-09," 1,993.22 "," 2,008.27 ","2,000.75",15.05,3.13,,,,
9-Mar-09," 1,997.31 "," 2,007.35 ","2,002.33",10.04,1.59,,,,
10-Mar-09," 2,004.91 "," 2,014.99 ","2,009.95",10.08,7.62,,,,
11-Mar-09," 2,011.96 "," 2,021.95 ","2,016.96",9.99,7.00,,,,
12-Mar-09," 2,025.88 "," 2,036.01 ","2,030.95",10.13,13.99,,,,
13-Mar-09," 2,021.92 "," 2,032.09 ","2,027.01",10.17,-3.94,,,,
16-Mar-09," 2,020.51 "," 2,030.67 ","2,025.59",10.16,-1.41,,,,
17-Mar-09," 2,024.61 "," 2,034.48 ","2,029.55",9.87,3.95,,,,
18-Mar-09," 2,034.32 "," 2,044.50 ","2,039.41",10.18,9.86,,,,
19-Mar-09," 2,053.29 "," 2,064.26 ","2,058.78",10.97,19.37,,,,
20-Mar-09," 2,065.81 "," 2,076.11 ","2,070.96",10.30,12.19,,,,
23-Mar-09," 2,076.42 "," 2,086.29 ","2,081.36",9.87,10.40,,,,
24-Mar-09," 2,077.55 "," 2,087.41 ","2,082.48",9.86,1.13,,,,
25-Mar-09," 2,086.94 "," 2,102.97 ","2,094.96",16.03,12.47,,,,
26-Mar-09," 2,140.47 "," 2,179.10 ","2,159.79",38.63,64.83,,,,
27-Mar-09," 2,162.80 "," 2,191.26 ","2,177.03",28.46,17.25,,,,
30-Mar-09," 2,142.67 "," 2,173.96 ","2,158.32",31.29,-18.72,,,,
31-Mar-09," 2,094.85 "," 2,141.97 ","2,118.41",47.12,-39.91,,,,
1-Apr-09," 2,111.59 "," 2,147.41 ","2,129.50",35.82,11.09,,,,
2-Apr-09," 2,136.51 "," 2,178.35 ","2,157.43",41.84,27.93,,,,
3-Apr-09," 2,133.45 "," 2,169.87 ","2,151.66",36.42,-5.77,,,,
6-Apr-09," 2,143.88 "," 2,170.79 ","2,157.34",26.91,5.68,,,,
7-Apr-09," 2,151.59 "," 2,178.37 ","2,164.98",26.78,7.64,,,,
8-Apr-09," 2,146.48 "," 2,169.35 ","2,157.92",22.87,-7.07,,,,
9-Apr-09," 2,148.78 "," 2,173.63 ","2,161.21",24.85,3.29,,,,
14-Apr-09," 2,149.12 "," 2,173.02 ","2,161.07",23.90,-0.14,,,,
15-Apr-09," 2,145.98 "," 2,167.91 ","2,156.95",21.93,-4.13,,,,
16-Apr-09," 2,141.39 "," 2,163.92 ","2,152.66",22.53,-4.29,,,,
17-Apr-09," 2,154.25 "," 2,175.33 ","2,164.79",21.08,12.14,,,,
20-Apr-09," 2,156.98 "," 2,175.87 ","2,166.43",18.89,1.64,,,,
21-Apr-09," 2,159.70 "," 2,175.54 ","2,167.62",15.84,1.19,,,,
22-Apr-09," 2,169.58 "," 2,188.12 ","2,178.85",18.54,11.23,,,,
23-Apr-09," 2,180.22 "," 2,202.12 ","2,191.17",21.90,12.32,,,,
24-Apr-09," 2,190.27 "," 2,211.24 ","2,200.76",20.97,9.59,,,,
27-Apr-09," 2,211.33 "," 2,228.25 ","2,219.79",16.92,19.03,,,,
28-Apr-09," 2,211.05 "," 2,234.72 ","2,222.89",23.67,3.10,,,,
29-Apr-09," 2,210.07 "," 2,234.91 ","2,222.49",24.84,-0.40,,,,
30-Apr-09," 2,216.10 "," 2,237.37 ","2,226.74",21.27,4.24,,,,
4-May-09," 2,212.46 "," 2,233.62 ","2,223.04",21.16,-3.69,,,,
5-May-09," 2,203.94 "," 2,225.14 ","2,214.54",21.20,-8.50,,,,
6-May-09," 2,189.61 "," 2,211.41 ","2,200.51",21.80,-14.03,,,,
7-May-09," 2,188.68 "," 2,210.01 ","2,199.35",21.33,-1.16,,,,
8-May-09," 2,214.72 "," 2,235.02 ","2,224.87",20.30,25.52,,,,
11-May-09," 2,224.71 "," 2,245.65 ","2,235.18",20.94,10.31,,,,
12-May-09," 2,230.66 "," 2,251.15 ","2,240.91",20.49,5.72,,,,
13-May-09," 2,246.98 "," 2,268.00 ","2,257.49",21.02,16.59,,,,
14-May-09," 2,268.86 "," 2,293.81 ","2,281.34",24.95,23.85,,,,
15-May-09," 2,274.42 "," 2,299.18 ","2,286.80",24.76,5.47,,,,
18-May-09," 2,269.97 "," 2,293.68 ","2,281.83",23.71,-4.98,,,,
19-May-09," 2,264.00 "," 2,286.50 ","2,275.25",22.50,-6.57,,,,
20-May-09," 2,256.40 "," 2,277.50 ","2,266.95",21.10,-8.30,,,,
21-May-09," 2,260.75 "," 2,283.29 ","2,272.02",22.54,5.07,,,,
22-May-09," 2,261.28 "," 2,284.15 ","2,272.72",22.87,0.70,,,,
25-May-09," 2,247.09 "," 2,269.05 ","2,258.07",21.96,-14.65,,,,
26-May-09," 2,235.75 "," 2,257.44 ","2,246.60",21.69,-11.47,,,,
27-May-09," 2,234.02 "," 2,255.44 ","2,244.73",21.42,-1.87,,,,
28-May-09," 2,226.89 "," 2,247.52 ","2,237.21",20.63,-7.53,,,,
29-May-09," 2,223.68 "," 2,244.87 ","2,234.28",21.19,-2.93,,,,
1-Jun-09," 2,214.23 "," 2,236.76 ","2,225.50",22.53,-8.78,,,,
2-Jun-09," 2,182.15 "," 2,211.07 ","2,196.61",28.92,-28.88,,,,
4-Jun-09," 2,127.11 "," 2,157.78 ","2,142.45",30.67,-54.17,,,,
5-Jun-09," 2,113.65 "," 2,145.16 ","2,129.41",31.51,-13.04,,,,
8-Jun-09," 2,144.68 "," 2,170.52 ","2,157.60",25.84,28.20,,,,
10-Jun-09," 2,165.31 "," 2,189.23 ","2,177.27",23.92,19.67,,,,
11-Jun-09," 2,174.99 "," 2,203.94 ","2,189.47",28.95,12.20,,,,
12-Jun-09," 2,159.74 "," 2,190.24 ","2,174.99",30.50,-14.48,,,,
15-Jun-09," 2,144.94 "," 2,171.35 ","2,158.15",26.41,-16.84,,,,
16-Jun-09," 2,148.20 "," 2,171.58 ","2,159.89",23.38,1.74,,,,
17-Jun-09," 2,137.01 "," 2,163.95 ","2,150.48",26.94,-9.41,,,,
18-Jun-09," 2,101.00 "," 2,130.59 ","2,115.80",29.59,-34.69,,,,
19-Jun-09," 2,096.75 "," 2,130.71 ","2,113.73",33.96,-2.07,,,,
22-Jun-09," 2,099.01 "," 2,112.58 ","2,105.80",13.57,-7.93,,,,
23-Jun-09," 2,093.55 "," 2,115.37 ","2,104.46",21.82,-1.34,,,,
24-Jun-09," 2,092.83 "," 2,113.83 ","2,103.33",21.00,-1.13,,,,
25-Jun-09," 2,091.41 "," 2,112.60 ","2,102.01",21.19,-1.32,,,,
26-Jun-09," 2,087.17 "," 2,108.83 ","2,098.00",21.66,-4.01,,,,
29-Jun-09," 2,062.57 "," 2,086.64 ","2,074.61",24.07,-23.40,,,,
30-Jun-09," 2,052.05 "," 2,076.10 ","2,064.08",24.05,-10.53,,,,
1-Jul-09," 2,048.93 "," 2,072.42 ","2,060.68",23.49,-3.40,,,,
2-Jul-09," 2,067.32 "," 2,098.30 ","2,082.81",30.98,22.14,,,,
3-Jul-09," 2,072.05 "," 2,099.65 ","2,085.85",27.60,3.04,,,,
6-Jul-09," 2,101.50 "," 2,127.91 ","2,114.71",26.41,28.85,,,,
7-Jul-09," 2,111.35 "," 2,135.66 ","2,123.51",24.31,8.80,,,,
8-Jul-09," 2,123.71 "," 2,145.16 ","2,134.44",21.45,10.93,,,,
9-Jul-09," 2,130.70 "," 2,151.97 ","2,141.34",21.27,6.90,,,,
10-Jul-09," 2,153.42 "," 2,177.88 ","2,165.65",24.46,24.32,,,,
13-Jul-09," 2,151.94 "," 2,176.87 ","2,164.41",24.93,-1.25,,,,
14-Jul-09," 2,122.01 "," 2,147.70 ","2,134.86",25.69,-29.55,,,,
15-Jul-09," 2,107.55 "," 2,134.90 ","2,121.23",27.35,-13.63,,,,
16-Jul-09," 2,089.71 "," 2,116.16 ","2,102.94",26.45,-18.29,,,,
17-Jul-09," 2,089.62 "," 2,119.17 ","2,104.40",29.55,1.46,,,,
20-Jul-09," 2,085.74 "," 2,113.10 ","2,099.42",27.36,-4.97,,,,
21-Jul-09," 2,087.71 "," 2,110.11 ","2,098.91",22.40,-0.51,,,,
22-Jul-09," 2,087.00 "," 2,111.22 ","2,099.11",24.22,0.20,,,,
23-Jul-09," 2,096.76 "," 2,120.36 ","2,108.56",23.60,9.45,,,,
24-Jul-09," 2,092.36 "," 2,116.88 ","2,104.62",24.52,-3.94,,,,
27-Jul-09," 2,095.33 "," 2,118.92 ","2,107.13",23.59,2.51,,,,
28-Jul-09," 2,080.00 "," 2,104.65 ","2,092.33",24.65,-14.80,,,,
29-Jul-09," 2,081.96 "," 2,105.49 ","2,093.73",23.53,1.40,,,,
30-Jul-09," 2,092.98 "," 2,112.14 ","2,102.56",19.16,8.84,,,,
31-Jul-09," 2,096.16 "," 2,112.82 ","2,104.49",16.66,1.93,,,,
3-Aug-09," 2,094.09 "," 2,111.77 ","2,102.93",17.68,-1.56,,,,
4-Aug-09," 2,089.76 "," 2,110.40 ","2,100.08",20.64,-2.85,,,,
5-Aug-09," 2,088.26 "," 2,109.10 ","2,098.68",20.84,-1.40,,,,
6-Aug-09," 2,074.79 "," 2,095.58 ","2,085.19",20.79,-13.50,,,,
7-Aug-09," 2,060.03 "," 2,081.89 ","2,070.96",21.86,-14.22,,,,
10-Aug-09," 2,051.08 "," 2,073.02 ","2,062.05",21.94,-8.91,,,,
11-Aug-09," 2,049.35 "," 2,072.37 ","2,060.86",23.02,-1.19,,,,
12-Aug-09," 2,079.02 "," 2,100.47 ","2,089.75",21.45,28.89,,,,
13-Aug-09," 2,067.83 "," 2,089.18 ","2,078.51",21.35,-11.24,,,,
14-Aug-09," 2,054.29 "," 2,074.76 ","2,064.53",20.47,-13.98,,,,
17-Aug-09," 2,051.13 "," 2,070.13 ","2,060.63",19.00,-3.89,,,,
18-Aug-09," 2,051.13 "," 2,070.39 ","2,060.76",19.26,0.13,,,,
19-Aug-09," 2,053.95 "," 2,070.91 ","2,062.43",16.96,1.67,,,,
20-Aug-09," 2,058.93 "," 2,078.03 ","2,068.48",19.10,6.05,,,,
21-Aug-09," 2,063.66 "," 2,082.40 ","2,073.03",18.74,4.55,,,,
24-Aug-09," 2,052.23 "," 2,073.18 ","2,062.71",20.95,-10.32,,,,
25-Aug-09," 2,052.87 "," 2,073.29 ","2,063.08",20.42,0.38,,,,
26-Aug-09," 2,052.93 "," 2,073.17 ","2,063.05",20.24,-0.03,,,,
27-Aug-09," 2,050.36 "," 2,071.87 ","2,061.12",21.51,-1.94,,,,
28-Aug-09," 2,050.04 "," 2,071.46 ","2,060.75",21.42,-0.36,,,,
31-Aug-09," 2,046.35 "," 2,064.64 ","2,055.50",18.29,-5.26,,,,
1-Sep-09," 2,022.18 "," 2,043.54 ","2,032.86",21.36,-22.63,,,,
2-Sep-09," 2,022.35 "," 2,041.77 ","2,032.06",19.42,-0.80,,,,
3-Sep-09," 2,020.09 "," 2,030.76 ","2,025.43",10.67,-6.63,,,,
4-Sep-09," 1,993.07 "," 2,008.05 ","2,000.56",14.98,-24.87,,,,
7-Sep-09," 1,974.93 "," 1,985.85 ","1,980.39",10.92,-20.17,,,,
8-Sep-09," 1,960.80 "," 1,972.15 ","1,966.48",11.35,-13.92,,,,
9-Sep-09," 1,959.62 "," 1,970.84 ","1,965.23",11.22,-1.24,,,,
10-Sep-09," 1,959.92 "," 1,970.61 ","1,965.27",10.69,0.03,,,,
11-Sep-09," 1,959.97 "," 1,970.02 ","1,965.00",10.05,-0.27,,,,
14-Sep-09," 1,963.43 "," 1,973.44 ","1,968.44",10.01,3.44,,,,
15-Sep-09," 1,957.96 "," 1,968.17 ","1,963.07",10.21,-5.37,,,,
16-Sep-09," 1,951.79 "," 1,961.74 ","1,956.77",9.95,-6.30,,,,
17-Sep-09," 1,949.92 "," 1,959.86 ","1,954.89",9.94,-1.88,,,,
18-Sep-09," 1,942.24 "," 1,952.23 ","1,947.24",9.99,-7.65,,,,
21-Sep-09," 1,929.68 "," 1,939.70 ","1,934.69",10.02,-12.55,,,,
22-Sep-09," 1,920.00 "," 1,930.06 ","1,925.03",10.06,-9.66,,,,
23-Sep-09," 1,916.37 "," 1,926.35 ","1,921.36",9.98,-3.67,,,,
24-Sep-09," 1,915.30 "," 1,925.26 ","1,920.28",9.96,-1.08,,,,
25-Sep-09," 1,921.34 "," 1,931.52 ","1,926.43",10.18,6.15,,,,
28-Sep-09," 1,941.71 "," 1,952.70 ","1,947.21",10.99,20.78,,,,
29-Sep-09," 1,933.93 "," 1,944.57 ","1,939.25",10.64,-7.95,,,,
30-Sep-09," 1,918.63 "," 1,929.34 ","1,923.99",10.71,-15.26,,,,
1-Oct-09," 1,920.61 "," 1,930.21 ","1,925.41",9.60,1.42,,,,
2-Oct-09," 1,925.09 "," 1,935.09 ","1,930.09",10.00,4.68,,,,
5-Oct-09," 1,924.87 "," 1,934.86 ","1,929.87",9.99,-0.23,,,,
6-Oct-09," 1,909.98 "," 1,920.17 ","1,915.08",10.19,-14.79,,,,
7-Oct-09," 1,904.97 "," 1,915.07 ","1,910.02",10.10,-5.06,,,,
8-Oct-09," 1,904.66 "," 1,914.72 ","1,909.69",10.06,-0.33,,,,
12-Oct-09," 1,906.61 "," 1,916.54 ","1,911.58",9.93,1.88,,,,
13-Oct-09," 1,915.03 "," 1,925.48 ","1,920.26",10.45,8.68,,,,
14-Oct-09," 1,910.54 "," 1,920.45 ","1,915.50",9.91,-4.76,,,,
15-Oct-09," 1,896.37 "," 1,907.26 ","1,901.82",10.89,-13.68,,,,
16-Oct-09," 1,891.20 "," 1,901.49 ","1,896.35",10.29,-5.47,,,,
19-Oct-09," 1,887.95 "," 1,897.99 ","1,892.97",10.04,-3.38,,,,
20-Oct-09," 1,879.10 "," 1,889.08 ","1,884.09",9.98,-8.88,,,,
21-Oct-09," 1,876.27 "," 1,886.33 ","1,881.30",10.06,-2.79,,,,
22-Oct-09," 1,872.36 "," 1,882.43 ","1,877.40",10.07,-3.90,,,,
23-Oct-09," 1,867.76 "," 1,877.79 ","1,872.78",10.03,-4.62,,,,
26-Oct-09," 1,864.82 "," 1,875.05 ","1,869.94",10.23,-2.84,,,,
27-Oct-09," 1,868.93 "," 1,879.59 ","1,874.26",10.66,4.33,,,,
28-Oct-09," 1,874.65 "," 1,884.61 ","1,879.63",9.96,5.37,,,,
29-Oct-09," 1,877.17 "," 1,887.13 ","1,882.15",9.96,2.52,,,,
30-Oct-09," 1,878.63 "," 1,888.96 ","1,883.80",10.33,1.64,,,,
2-Nov-09," 1,875.01 "," 1,885.04 ","1,880.03",10.03,-3.77,,,,
3-Nov-09," 1,874.58 "," 1,884.56 ","1,879.57",9.98,-0.46,,,,
4-Nov-09," 1,873.75 "," 1,883.05 ","1,878.40",9.30,-1.17,,,,
5-Nov-09," 1,875.20 "," 1,884.77 ","1,879.99",9.57,1.59,,,,
6-Nov-09," 1,872.43 "," 1,882.46 ","1,877.45",10.03,-2.54,,,,
